movieid,title,genres,clean_text
88794,J. Edgar,Drama Crime History,drama crime history biography historical figure fbi director face law enforcement america almost years edgar hoover feared admired reviled revered behind closed doors held secrets would destroyed image career life leonardo dicaprio josh hamilton geoff pierson armie hammer naomi watts
13515,Mirrors,Horror Mystery Thriller,horror mystery thriller schizophrenia night watchman subway hallucination alcoholism excop possession morgue rural setting medication demon psychiatrist mirror estranged wife nypd evil newspaper clipping excop family target evil force using mirrors gateway home kiefer sutherland paula patton amy smart cameron boyce erica gluck
11979,Queen of the Damned,Drama Fantasy Horror,drama fantasy horror queen rock star secret society vampire light bite music spontaneous combustion fatal attraction fang vamp lestat de lioncourt awakened slumber bored existence become generations new rock god course time another arisen akasha queen vampires dammed wants immortal fame fellow vampires want eternally dead betrayal queen wants king first reach shall win stuart townsend aaliyah marguerite moreau vincent prez paul mcgann
169,Predator 2,Science Fiction Action Thriller,science fiction action thriller predator war drugs extraterrestrial technology los angeles invisible ten years band mercenaries first battled vicious alien invisible creature another world returned earth time drawn gangruled ravaged city los angeles starts murdering drug dealers detectivelieutenant mike harrigan police force set capture creature ignoring warnings mysterious government agent stay away kevin peter hall danny glover gary busey rubn blades mara conchita alonso
8090,Untraceable,Drama,drama suicide fbi kidnapping snuff sadism investigation police psychopath webcam website murder serial killer internet torture violence voyeur special agent jennifer marsh diane lane works elite division fbi dedicated fighting cybercrime thinks seen particularly sadistic criminal arises internet techsavvy killer posts live feeds crimes website hits site gets faster victim dies marsh team must find elusive killer time runs diane lane billy burke colin hanks joseph cross mary beth hurt
11622,Blast from the Past,Comedy Romance,comedy romance isolation atomic bomb bunker shelter following bomb scare locked webers bomb shelter years adam ventures forth los angeles obtain food supplies family nonmutant wife brendan fraser alicia silverstone christopher walken sissy spacek nathan fillion
3604,Flash Gordon,Science Fiction,science fiction emperor solar eclipse prince tv duel fighter deception hood scientist sword planet football player friends travel planet mongo find fighting tyrant ming merciless save earth sam jones melody anderson max von sydow chaim topol ornella muti
9541,Jersey Girl,Comedy Romance,comedy romance yuppie daughter loss wife ollie trinke young suave music publicist seems new wife baby way life deals bum hand hes suddenly faced single fatherhood defunct career move father bounce back takes new love courage instilled daughter ben affleck raquel castro liv tyler jennifer lopez george carlin
94348,Alex Cross,Action Thriller Crime Mystery,action thriller crime mystery ex military washington dc detective alex cross told family member murdered vows track killer soon discovers first victim things seem tyler perry rachel nichols jean reno matthew fox giancarlo esposito
8197,Midnight in the Garden of Good and Evil,Crime Drama Mystery Thriller,crime drama mystery thriller drag queen voodoo savannah visiting city reporters assignment suddenly revolves around murder trial local millionaire befriends john cusack kevin spacey jude law alison eastwood jack thompson
336004,Heist,Crime Action Thriller,crime action thriller casino robbery bus hijacking heist father without means pay daughters medical treatment last resort partners greedy coworker rob casino things go awry theyre forced hijack city bus jeffrey dean morgan robert de niro kate bosworth dave bautista gina carano
35019,Nanny McPhee and the Big Bang,Comedy Fantasy,comedy fantasy nanny fantasy children aftercreditsstinger duringcreditsstinger woman director nanny mcphee appears door harried young mother mrs isabel green trying run family farm husband away war shes arrived nanny mcphee discovers children fighting war two spoiled city cousins moved relying everything flying motorcycle statue comes life treeclimbing piglet baby elephant nanny uses magic teach mischievous charges five new lessons emma thompson asa butterfield ralph fiennes maggie gyllenhaal maggie smith
10410,Hoffa,Crime History,crime history policy organisations power trade union gangster jack nicholsons portrait union leader james hoffa seen eyes friend bobby ciaro danny devito film follows hoffa countless battles rta president roosevelt way conclusion negates theory disappeared jack nicholson danny devito armand assante walsh john reilly
8836,The X Files: I Want to Believe,Drama Mystery Science Fiction Thriller,drama mystery science fiction thriller extraterrestrial technology fbi alien fbi agent duringcreditsstinger six years events xfiles series finale former fbi agent doctor dana scully staff physician lady sorrows catholic hospital treating boy named christian sandhoff disease terminal brain condition fbi agent drummy arrives ask scullys help locating fox mulder fugitive former head xfiles division says call manhunt help investigate disappearances several women including young fbi agent monica banan mulder scully called back duty fbi former priest claims receiving psychic visions pertaining kidnapped agent david duchovny gillian anderson amanda peet billy connolly xzibit
